query_id,query,epsilon,true_answer,laplace_answer,discrete_laplace_answer,gaussian_answer,discrete_gaussian_answer,a1b1_result,a2b1_result,a3b1_result,a1b2_result,a2b2_result,a3b2_result
99,How effective is Mindfulness-Based Therapy in treating Major Depressive Disorder?,0.9181457884751146,"""Deteriorated: [DP]0.39[/DP] No Change: [DP]0.39[/DP] Improved: [DP]0.21[/DP]""","""Deteriorated: 2.61 No Change: 1.39 Improved: 0""","""Deteriorated: 1.39 No Change: 0.39 Improved: 1.21""","""Deteriorated: 0 No Change: 1.61 Improved: 0.64""","""Deteriorated: 2.39 No Change: 8.39 Improved: 3.21""","""Deteriorated: [DP]4.5778[/DP] No Change: [DP]16.8441[/DP] Improved: [DP]0.0[/DP]""","""Deteriorated: [DP]nan[/DP] No Change: [DP]412.8545[/DP] Improved: [DP]0.0[/DP]""","""Deteriorated: [DP]0.715[/DP] No Change: [DP]1.6913[/DP] Improved: [DP]0.064[/DP]""","""Deteriorated: [DP]999.9073[/DP] No Change: [DP]292.016[/DP] Improved: [DP]0.0[/DP]""","""Deteriorated: [DP]nan[/DP] No Change: [DP]0.0[/DP] Improved: [DP]49.3316[/DP]""","""Deteriorated: [DP]0.0567[/DP] No Change: [DP]0.0245[/DP] Improved: [DP]0.0547[/DP]"""
100,How many patients have treatment duration over 12 weeks and are on Mood Stabilizers?,0.5370197253372814,"""The result is [DP]44[/DP].""","""The result is 43.72.""","""The result is 44.0.""","""The result is 37.0.""","""The result is 58.0.""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]61.4751[/DP].""","""The result is [DP]999.9858[/DP].""","""The result is [DP]322.0692[/DP].""","""The result is [DP]73.8555[/DP]."""
101,What therapy types are used alongside Mood Stabilizers?,0.23211822891717815,"""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']"""
102,What is the average stress level for Male patients diagnosed with Major Depressive Disorder?,0.794007125837763,"""The result is [DP]7.38[/DP].""","""The result is 8.1.""","""The result is 8.38.""","""The result is 6.94.""","""The result is 6.38.""","""The result is [DP]999.0418[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]9.1328[/DP].""","""The result is [DP]999.999[/DP].""","""The result is [DP]317.7462[/DP].""","""The result is [DP]21.8255[/DP]."""
103,What diagnosis is most common among patients with emotional state Excited?,0.9145856197269706,"""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder"""
104,What diagnosis is most common among patients with emotional state Neutral?,1.0368546195518356,"""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder""","""Bipolar Disorder"""
105,What is the distribution of treatment progress among patients with Generalized Anxiety?,0.9189598761607718,"""5: [DP]30[/DP] 8: [DP]26[/DP] 10: [DP]23[/DP] 6: [DP]21[/DP] 7: [DP]18[/DP] 9: [DP]17[/DP]""","""5: 29.58 8: 26.86 10: 22.33 6: 22.11 7: 17.45 9: 16.64""","""5: 30.0 8: 28.0 10: 26.0 6: 21.0 7: 18.0 9: 17.0""","""5: 31.0 8: 31.88 10: 27.36 6: 11.02 7: 15.01 9: 18.0""","""5: 25.0 8: 25.0 10: 32.0 6: 18.0 7: 16.0 9: 14.0""","""999.0708: [DP]2.2864[/DP] 186.7094: [DP]965.2738[/DP] 0.9998: [DP]833.5654[/DP] 0.0157: [DP]15.0976[/DP] 0.0001: [DP]270.9624[/DP] 0.0002: [DP]0.0001[/DP]""","""nan: [DP]552.2728[/DP] 162.8147: [DP]nan[/DP] nan: [DP]nan[/DP] nan: [DP]0.0[/DP] 0.0: [DP]nan[/DP] 692.1347: [DP]625.1413[/DP]""","""25.0097: [DP]5.0695[/DP] 48.9483: [DP]20.0531[/DP] 2.0965: [DP]20.9293[/DP] 30.8196: [DP]1.8211[/DP] 10.5796: [DP]384.8799[/DP] 19.3237: [DP]50.6203[/DP]""","""981.287: [DP]20.2493[/DP] 0.0: [DP]0.0003[/DP] 6.3769: [DP]73.2647[/DP] 0.0: [DP]0.0009[/DP] 0.0: [DP]999.6651[/DP] 0.624: [DP]0.0001[/DP]""","""nan: [DP]231.4499[/DP] 0.0: [DP]251.1422[/DP] 0.0: [DP]255.7659[/DP] nan: [DP]nan[/DP] nan: [DP]0.0[/DP] nan: [DP]0.0[/DP]""","""5.8408: [DP]231.0109[/DP] 2.9253: [DP]220.3407[/DP] 17.7874: [DP]1.4038[/DP] 1.441: [DP]1.3575[/DP] 15.4512: [DP]165.9602[/DP] 108.5689: [DP]0.8663[/DP]"""
106,How many Male patients have Panic Disorder and are on Benzodiazepines?,0.23211822891717815,"""The result is [DP]11[/DP].""","""The result is 10.01.""","""The result is 11.0.""","""The result is 6.92.""","""The result is 36.0.""","""The result is [DP]290.8802[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]58.965[/DP].""","""The result is [DP]0.0002[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]1.5889[/DP]."""
107,How many patients have treatment duration over 12 weeks and are on Antidepressants?,0.21977188989255456,"""The result is [DP]32[/DP].""","""The result is 30.44.""","""The result is 32.0.""","""The result is 17.77.""","""The result is 55.0.""","""The result is [DP]813.4769[/DP].""","""The result is [DP]309.3013[/DP].""","""The result is [DP]8.4761[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]30.1355[/DP]."""
108,What is the distribution of treatment progress among patients with Major Depressive Disorder?,0.1,"""10: [DP]25[/DP] 6: [DP]22[/DP] 7: [DP]21[/DP] 5: [DP]20[/DP] 9: [DP]19[/DP] 8: [DP]18[/DP]""","""10: 11.63 6: 16.3 7: 15.96 5: 51.59 9: 18.9 8: 14.2""","""10: 25.0 6: 22.0 7: 21.0 5: 20.0 9: 19.0 8: 18.0""","""10: 52.54 6: 0 7: 53.83 5: 101.13 9: 51.38 8: 0""","""10: 6.0 6: 1.0 7: 33.0 5: 74.0 9: 20.0 8: 0""","""31.9819: [DP]13.2037[/DP] 5.5613: [DP]17.9331[/DP] 969.2193: [DP]992.5133[/DP] 0.0105: [DP]0.0[/DP] 0.0025: [DP]0.0[/DP] 0.0003: [DP]0.0056[/DP]""","""403.235: [DP]nan[/DP] 613.0581: [DP]nan[/DP] 0.0: [DP]nan[/DP] nan: [DP]0.0[/DP] nan: [DP]700.6026[/DP] 726.1871: [DP]991.4198[/DP]""","""30.7314: [DP]15.0029[/DP] 9.0938: [DP]5.7742[/DP] 1.5678: [DP]11.8781[/DP] 1.6202: [DP]21.224[/DP] 8.2807: [DP]19.5724[/DP] 72.1063: [DP]19.9049[/DP]""","""953.316: [DP]999.5075[/DP] 992.5234: [DP]0.0003[/DP] 999.5688: [DP]998.6137[/DP] 840.3148: [DP]0.0087[/DP] 0.0: [DP]658.3934[/DP] 0.0001: [DP]24.7007[/DP]""","""963.2403: [DP]736.8505[/DP] 0.0: [DP]0.0[/DP] 0.0: [DP]nan[/DP] 0.0: [DP]nan[/DP] nan: [DP]nan[/DP] 705.264: [DP]534.4086[/DP]""","""12.9387: [DP]15.6248[/DP] 2.5547: [DP]43.5846[/DP] 0.2629: [DP]327.9514[/DP] 57.6554: [DP]30.4935[/DP] 46.9274: [DP]281.2923[/DP] 0.8462: [DP]54.5261[/DP]"""
109,How many patients have treatment duration over 12 weeks and are on Antipsychotics?,0.5226303807974494,"""The result is [DP]38[/DP].""","""The result is 38.75.""","""The result is 38.0.""","""The result is 27.63.""","""The result is 31.0.""","""The result is [DP]0.0182[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]142.188[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]331.313[/DP]."""
110,What is the average stress level for Male patients diagnosed with Bipolar Disorder?,0.794007125837763,"""The result is [DP]7.67[/DP].""","""The result is 8.55.""","""The result is 7.67.""","""The result is 9.02.""","""The result is 6.67.""","""The result is [DP]992.4073[/DP].""","""The result is [DP]544.9541[/DP].""","""The result is [DP]20.0179[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]74.5963[/DP]."""
111,What is the average stress level for Female patients diagnosed with Major Depressive Disorder?,0.4216476246561033,"""The result is [DP]7.63[/DP].""","""The result is 17.35.""","""The result is 7.63.""","""The result is 9.63.""","""The result is 7.63.""","""The result is [DP]892.9381[/DP].""","""The result is [DP]923.9823[/DP].""","""The result is [DP]15.9183[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]485.1662[/DP].""","""The result is [DP]81.8199[/DP]."""
112,What is the average stress level for Male patients diagnosed with Generalized Anxiety?,0.9189598761607718,"""The result is [DP]7.44[/DP].""","""The result is 4.41.""","""The result is 9.44.""","""The result is 6.31.""","""The result is 12.44.""","""The result is [DP]0.0003[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]4.6027[/DP].""","""The result is [DP]0.0004[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]28.3984[/DP]."""
113,How many Male patients have Bipolar Disorder and are on Antipsychotics?,0.794007125837763,"""The result is [DP]16[/DP].""","""The result is 14.55.""","""The result is 16.0.""","""The result is 8.11.""","""The result is 17.0.""","""The result is [DP]0.0003[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]6.6177[/DP].""","""The result is [DP]0.0023[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]169.6745[/DP]."""
114,What is the average stress level for Female patients diagnosed with Bipolar Disorder?,0.7715746304029494,"""The result is [DP]7.5[/DP].""","""The result is 14.39.""","""The result is 6.5.""","""The result is 5.65.""","""The result is 10.5.""","""The result is [DP]999.9997[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]62.6476[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]7.8816[/DP]."""
115,What is the average stress level for Female patients diagnosed with Generalized Anxiety?,0.23211822891717815,"""The result is [DP]7.51[/DP].""","""The result is 9.56.""","""The result is 7.51.""","""The result is 22.78.""","""The result is 43.51.""","""The result is [DP]2.0672[/DP].""","""The result is [DP]514.8182[/DP].""","""The result is [DP]17.6748[/DP].""","""The result is [DP]149.0582[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]30.3159[/DP]."""
116,What is the average sleep quality of patients on Anxiolytics with Major Depressive Disorder?,0.7715746304029494,"""The result is [DP]6.45[/DP].""","""The result is 6.6.""","""The result is 4.45.""","""The result is 13.25.""","""The result is 2.45.""","""The result is [DP]31.0121[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]21.0549[/DP].""","""The result is [DP]0.01[/DP].""","""The result is [DP]831.3266[/DP].""","""The result is [DP]61.5003[/DP]."""
117,How many patients with emotional state Anxious are on Benzodiazepines?,0.4216476246561033,"""The result is [DP]16[/DP].""","""The result is 14.03.""","""The result is 15.0.""","""The result is 3.48.""","""The result is 15.0.""","""The result is [DP]0.835[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]93.1503[/DP].""","""The result is [DP]1.064[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]422.4191[/DP]."""
118,How many patients with emotional state Depressed are on Mood Stabilizers?,0.5370197253372814,"""The result is [DP]13[/DP].""","""The result is 7.18.""","""The result is 13.0.""","""The result is 11.24.""","""The result is 17.0.""","""The result is [DP]421.1912[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.6371[/DP].""","""The result is [DP]988.6746[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]3.9558[/DP]."""
119,What therapy types are used alongside Antipsychotics?,0.7715746304029494,"""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']""","""['Interpersonal Therapy' 'Dialectical Behavioral Therapy'\n 'Mindfulness-Based Therapy' 'Cognitive Behavioral Therapy']"""
120,How many patients with emotional state Stressed are on SSRIs?,0.9189598761607718,"""The result is [DP]20[/DP].""","""The result is 19.84.""","""The result is 22.0.""","""The result is 25.94.""","""The result is 24.0.""","""The result is [DP]999.8466[/DP].""","""The result is [DP]464.0059[/DP].""","""The result is [DP]59.5562[/DP].""","""The result is [DP]0.0003[/DP].""","""The result is [DP]246.6122[/DP].""","""The result is [DP]14.2633[/DP]."""
121,How many Male patients have Generalized Anxiety and are on SSRIs?,1.0368546195518356,"""The result is [DP]13[/DP].""","""The result is 13.07.""","""The result is 18.0.""","""The result is 8.08.""","""The result is 7.0.""","""The result is [DP]0.0208[/DP].""","""The result is [DP]677.8756[/DP].""","""The result is [DP]191.6006[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]18.7704[/DP]."""
122,How many Male patients have Major Depressive Disorder and are on Mood Stabilizers?,1.1038400552956573,"""The result is [DP]7[/DP].""","""The result is 5.04.""","""The result is 6.0.""","""The result is 5.52.""","""The result is 8.0.""","""The result is [DP]250.5785[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]29.5468[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.2589[/DP]."""
123,What is the average sleep quality of patients on Mood Stabilizers with Panic Disorder?,0.1,"""The result is [DP]7.0[/DP].""","""The result is 18.83.""","""The result is 7.0.""","""The result is 0.""","""The result is 17.0.""","""The result is [DP]0.0004[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]69.414[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]157.1576[/DP]."""
124,What is the average sleep quality of patients on Antidepressants with Generalized Anxiety?,0.794007125837763,"""The result is [DP]6.84[/DP].""","""The result is 4.88.""","""The result is 6.84.""","""The result is 0.""","""The result is 16.84.""","""The result is [DP]992.6833[/DP].""","""The result is [DP]845.3709[/DP].""","""The result is [DP]12.758[/DP].""","""The result is [DP]438.6876[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]37.7999[/DP]."""
125,How many Male patients have Bipolar Disorder and are on Benzodiazepines?,1.0368546195518356,"""The result is [DP]9[/DP].""","""The result is 7.0.""","""The result is 14.0.""","""The result is 12.57.""","""The result is 11.0.""","""The result is [DP]813.1956[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]0.1915[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]0.7643[/DP]."""
126,What is the average sleep quality of patients on SSRIs with Bipolar Disorder?,1.350541224549904,"""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]nan[/DP]."""
127,How many patients with emotional state Neutral are on SSRIs?,0.9145856197269706,"""The result is [DP]14[/DP].""","""The result is 14.49.""","""The result is 15.0.""","""The result is 10.34.""","""The result is 17.0.""","""The result is [DP]600.215[/DP].""","""The result is [DP]221.2375[/DP].""","""The result is [DP]61.2742[/DP].""","""The result is [DP]0.0002[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]33.2803[/DP]."""
128,How many patients have treatment duration over 12 weeks and are on Benzodiazepines?,0.5370197253372814,"""The result is [DP]39[/DP].""","""The result is 38.58.""","""The result is 39.0.""","""The result is 42.0.""","""The result is 31.0.""","""The result is [DP]16.5019[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]8.8655[/DP].""","""The result is [DP]2.9159[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]128.683[/DP]."""
129,How many patients with emotional state Anxious are on Antipsychotics?,0.1,"""The result is [DP]21[/DP].""","""The result is 17.96.""","""The result is 21.0.""","""The result is 110.75.""","""The result is 32.0.""","""The result is [DP]6.0836[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]8.3939[/DP].""","""The result is [DP]996.8791[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]10.6561[/DP]."""
130,What therapy types are used alongside Anxiolytics?,0.23211822891717815,"""['Interpersonal Therapy' 'Mindfulness-Based Therapy'\n 'Cognitive Behavioral Therapy' 'Dialectical Behavioral Therapy']""","""['Interpersonal Therapy' 'Mindfulness-Based Therapy'\n 'Cognitive Behavioral Therapy' 'Dialectical Behavioral Therapy']""","""['Interpersonal Therapy' 'Mindfulness-Based Therapy'\n 'Cognitive Behavioral Therapy' 'Dialectical Behavioral Therapy']""","""['Interpersonal Therapy' 'Mindfulness-Based Therapy'\n 'Cognitive Behavioral Therapy' 'Dialectical Behavioral Therapy']""","""['Interpersonal Therapy' 'Mindfulness-Based Therapy'\n 'Cognitive Behavioral Therapy' 'Dialectical Behavioral Therapy']""","""['Interpersonal Therapy' 'Mindfulness-Based Therapy'\n 'Cognitive Behavioral Therapy' 'Dialectical Behavioral Therapy']""","""['Interpersonal Therapy' 'Mindfulness-Based Therapy'\n 'Cognitive Behavioral Therapy' 'Dialectical Behavioral Therapy']""","""['Interpersonal Therapy' 'Mindfulness-Based Therapy'\n 'Cognitive Behavioral Therapy' 'Dialectical Behavioral Therapy']""","""['Interpersonal Therapy' 'Mindfulness-Based Therapy'\n 'Cognitive Behavioral Therapy' 'Dialectical Behavioral Therapy']""","""['Interpersonal Therapy' 'Mindfulness-Based Therapy'\n 'Cognitive Behavioral Therapy' 'Dialectical Behavioral Therapy']""","""['Interpersonal Therapy' 'Mindfulness-Based Therapy'\n 'Cognitive Behavioral Therapy' 'Dialectical Behavioral Therapy']"""
131,How many patients with emotional state Stressed are on Antipsychotics?,0.918142078633442,"""The result is [DP]13[/DP].""","""The result is 17.05.""","""The result is 9.0.""","""The result is 7.16.""","""The result is 12.0.""","""The result is [DP]2.9679[/DP].""","""The result is [DP]401.2108[/DP].""","""The result is [DP]76.3112[/DP].""","""The result is [DP]998.4302[/DP].""","""The result is [DP]933.7155[/DP].""","""The result is [DP]18.2637[/DP]."""
132,How effective is Cognitive Behavioral Therapy in treating Bipolar Disorder?,0.1,"""Deteriorated: [DP]0.46[/DP] Improved: [DP]0.29[/DP] No Change: [DP]0.25[/DP]""","""Deteriorated: 7.59 Improved: 0 No Change: 11.2""","""Deteriorated: 0.46 Improved: 0.29 No Change: 0.25""","""Deteriorated: 0 Improved: 3.51 No Change: 35.64""","""Deteriorated: 0 Improved: 62.29 No Change: 0""","""Deteriorated: [DP]271.85[/DP] Improved: [DP]228.7339[/DP] No Change: [DP]0.0008[/DP]""","""Deteriorated: [DP]0.0[/DP] Improved: [DP]nan[/DP] No Change: [DP]0.0[/DP]""","""Deteriorated: [DP]5.4191[/DP] Improved: [DP]0.0363[/DP] No Change: [DP]0.6733[/DP]""","""Deteriorated: [DP]0.0019[/DP] Improved: [DP]4.7111[/DP] No Change: [DP]0.0[/DP]""","""Deteriorated: [DP]0.0[/DP] Improved: [DP]228.2303[/DP] No Change: [DP]nan[/DP]""","""Deteriorated: [DP]5.5849[/DP] Improved: [DP]8.1896[/DP] No Change: [DP]0.5515[/DP]"""
133,How many patients with emotional state Excited are on Mood Stabilizers?,0.23211822891717815,"""The result is [DP]11[/DP].""","""The result is 11.07.""","""The result is 11.0.""","""The result is 21.91.""","""The result is 0.""","""The result is [DP]0.0003[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]2.7215[/DP].""","""The result is [DP]0.0001[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]70.8949[/DP]."""
134,How effective is Mindfulness-Based Therapy in treating Generalized Anxiety?,0.23211822891717815,"""Improved: [DP]0.43[/DP] Deteriorated: [DP]0.38[/DP] No Change: [DP]0.19[/DP]""","""Improved: 0 Deteriorated: 0 No Change: 4.18""","""Improved: 1.43 Deteriorated: 0.38 No Change: 0""","""Improved: 16.31 Deteriorated: 0 No Change: 40.77""","""Improved: 13.43 Deteriorated: 0 No Change: 0""","""Improved: [DP]6.8062[/DP] Deteriorated: [DP]0.0004[/DP] No Change: [DP]1.0369[/DP]""","""Improved: [DP]795.9987[/DP] Deteriorated: [DP]nan[/DP] No Change: [DP]nan[/DP]""","""Improved: [DP]2.0269[/DP] Deteriorated: [DP]2.3544[/DP] No Change: [DP]0.4938[/DP]""","""Improved: [DP]995.5513[/DP] Deteriorated: [DP]998.3079[/DP] No Change: [DP]0.0093[/DP]""","""Improved: [DP]nan[/DP] Deteriorated: [DP]nan[/DP] No Change: [DP]981.6443[/DP]""","""Improved: [DP]0.712[/DP] Deteriorated: [DP]1.6619[/DP] No Change: [DP]2.2707[/DP]"""
135,How many Male patients have Major Depressive Disorder and are on Antidepressants?,0.25312319302722175,"""The result is [DP]10[/DP].""","""The result is 10.1.""","""The result is 11.0.""","""The result is 0.""","""The result is 32.0.""","""The result is [DP]220.0457[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]4.8904[/DP].""","""The result is [DP]2.0836[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]13.6779[/DP]."""
136,How effective is Dialectical Behavioral Therapy in treating Major Depressive Disorder?,0.918142078633442,"""Deteriorated: [DP]0.43[/DP] No Change: [DP]0.33[/DP] Improved: [DP]0.23[/DP]""","""Deteriorated: 1.31 No Change: 1.96 Improved: 0""","""Deteriorated: 0 No Change: 0 Improved: 0.23""","""Deteriorated: 0 No Change: 0.76 Improved: 1.88""","""Deteriorated: 11.43 No Change: 3.33 Improved: 0""","""Deteriorated: [DP]0.0001[/DP] No Change: [DP]0.228[/DP] Improved: [DP]0.0053[/DP]""","""Deteriorated: [DP]0.0[/DP] No Change: [DP]nan[/DP] Improved: [DP]0.0[/DP]""","""Deteriorated: [DP]0.932[/DP] No Change: [DP]0.9284[/DP] Improved: [DP]0.3758[/DP]""","""Deteriorated: [DP]986.9586[/DP] No Change: [DP]0.0011[/DP] Improved: [DP]0.0[/DP]""","""Deteriorated: [DP]nan[/DP] No Change: [DP]813.6856[/DP] Improved: [DP]0.0[/DP]""","""Deteriorated: [DP]12.082[/DP] No Change: [DP]0.1555[/DP] Improved: [DP]4.5413[/DP]"""
137,What therapy types are used alongside Antidepressants?,0.8617224173568258,"""['Cognitive Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Dialectical Behavioral Therapy']""","""['Cognitive Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Dialectical Behavioral Therapy']""","""['Cognitive Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Dialectical Behavioral Therapy']""","""['Cognitive Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Dialectical Behavioral Therapy']""","""['Cognitive Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Dialectical Behavioral Therapy']""","""['Cognitive Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Dialectical Behavioral Therapy']""","""['Cognitive Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Dialectical Behavioral Therapy']""","""['Cognitive Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Dialectical Behavioral Therapy']""","""['Cognitive Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Dialectical Behavioral Therapy']""","""['Cognitive Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Dialectical Behavioral Therapy']""","""['Cognitive Behavioral Therapy' 'Mindfulness-Based Therapy'\n 'Interpersonal Therapy' 'Dialectical Behavioral Therapy']"""
138,How many patients with emotional state Happy are on Anxiolytics?,0.5370197253372814,"""The result is [DP]10[/DP].""","""The result is 10.32.""","""The result is 10.0.""","""The result is 1.9.""","""The result is 3.0.""","""The result is [DP]32.2053[/DP].""","""The result is [DP]0.0[/DP].""","""The result is [DP]23.6342[/DP].""","""The result is [DP]0.4411[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]66.6086[/DP]."""
139,How many patients with emotional state Excited are on Antidepressants?,0.1,"""The result is [DP]16[/DP].""","""The result is 21.86.""","""The result is 16.0.""","""The result is 0.""","""The result is 103.0.""","""The result is [DP]0.0004[/DP].""","""The result is [DP]nan[/DP].""","""The result is [DP]4.3388[/DP].""","""The result is [DP]999.9991[/DP].""","""The result is [DP]650.8294[/DP].""","""The result is [DP]1.0134[/DP]."""
140,What diagnosis is most common among patients with emotional state Anxious?,0.9181457884751146,"""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety""","""Generalized Anxiety"""
